 ;Active;[[#trident active|8.0]];1.0;12;85;yes;E:hover;Mouseover;[[#trident hover|7.0]];12;1.0
 ;419.3;yes;E:focus;Focused;8.0;12;1.0;yes;yes;E:first-child;First child
 ;7.0;12;1.0;85;yes;E:lang();Language;8.0;12;1.2;[[#webcore lang|525]]
3.4;@page:first;First page;rowspan=""3"" 8.0;rowspan=""3"" 12;rowspan=""3"" no;rowspan=""3"" yes;rowspan=""3"" no;@page:left;Left page;@page:right;Right page
 ;E:root;Root;rowspan=""17"" 9.0;rowspan=""17"" 12;rowspan=""2"" 1.0;rowspan=""2"" 85;rowspan=""16"" 3.4;rowspan=""12"" 2.1;E:not();Negation;E:empty
Empty;1.8;412;E:first-of-type;First child of type;1.9.1;rowspan=""13"" 525;E:last-child;Last child;1.0;E:last-of-type;Last child of type
CSS2;1.9.1;E:only-child;Only child;1.8;E:only-of-type;Only child of type;1.9.1;E:nth-child;Nth child;1.9.1;E:nth-last-child
CSS2;Nth last child;1.9.1;E:nth-of-type;Nth child of type;1.9.1;E:nth-last-of-type;Nth last child of type;1.9.1;E:target;Target;1.3
CSS2;2.5;E:enabled;Enabled state;1.8;rowspan=""3"" 2.0;E:disabled;Disabled state;1.8;E:checked;Checked state;1.0
CSS2; ;E:indeterminate;Indeterminate state;1.9.2;522;no;no;E:default;Default;no;no
CSS2;1.9;yes;4.3;rowspan=""7"" 2.0;E:valid;Valid;10.0;12;rowspan=""4"" 1.8;rowspan=""2"" yes;rowspan=""6"" no
CSS2;E:invalid;Invalid;10.0;12;E:in-range;In range;no;13;rowspan=""2"" yes;E:out-of-range;Out of range
CSS2;no;13;E:required;Required;10.0;12;rowspan=""2"" 2.0;rowspan=""2"" yes;E:optional;Optional;10.0
CSS2;12;E:read-only;Read-only;no;13;rowspan=""2"" [[#gecko -moz-|Experimental]];rowspan=""2"" no;rowspan=""2"" [[#general_rw|Incorrect]];rowspan=""2"" [[#general_rw|Incorrect]];E:read-write;Read and write
CSS2;no;13;E:not(s1, s2);Negations;rowspan=""22"" no;rowspan=""22"" no;no;rowspan=""22"" no;rowspan=""22"" no;rowspan=""22"" no;E:matches(s1, s2)
Matches-any;no;E:has(s1);Relational pseudo-class;no;E:dir(ltr);Directionality;[[#gecko -moz-|17]];E:lang(zh, *-hant);Languages;no;E:any-link
 ;Hyperlink;50.0;E:local-link;Local link;rowspan=""2"" no;E:local-link(0);Local link;E:scope;Contextual reference;[[#gecko -moz-|20]];E:current
 ;Time-dimensional : current;rowspan=""13"" no;E:current(s);Time-dimensional : current;E:past;Time-dimensional : past;E:future;Time-dimensional : future;E:nth-match(n of selector);Nth child of;E:nth-last-match(n of selector)
 ;Nth last child of;E:column(selector);Column;E:nth-column(n);Nth column;E:nth-last-column(n);Nth last column;E:placeholder-shown;placeholder text;E:active-drop;will receive the item
 ;E:valid-drop;could receive the item;E:invalid-drop;cannot receive the item;Pseudo-elements;Pseudo-elements;Pseudo-elements;Pseudo-elements;Pseudo-elements;Pseudo-elements;Pseudo-elements
 ;Pseudo-elements;Pseudo-elements;Pseudo-elements;Pseudo-elements;Pseudo-elements;CSS2;E:first-letter;First letter;rowspan=""2"" 9.0;rowspan=""4"" 12;rowspan=""2"" 1.0
 ;85;rowspan=""4"" yes;rowspan=""4"" 1.0;E:first-line;First line;[[#webcore first-line|Partial]];E:before;Before;rowspan=""2"" 8.0;rowspan=""2"" [[#gecko gencon|1.9.1]];rowspan=""2"" [[#webcore pseudo-elements|Partial]]
 ;E:after;After; ;E::before;Double colon notation;rowspan=""4"" 9.0;rowspan=""4"" 12;rowspan=""2"" [[#gecko gencon|1.9.1]];rowspan=""2"" [[#webcore pseudo-elements|Partial]];rowspan=""4"" 3.4;rowspan=""4"" 1.0
 ;E::after;Double colon notation;E::first-letter;Double colon notation;rowspan=""2"" 1.5;85;E::first-line;Double colon notation;[[#webcore first-line|Partial]]; ;E::marker
 ;list marker;no;no;no;no;no;no;E::selection;Selection;9.0;12
 ;[[#gecko -moz-|Experimental]];412;3.4;2.1;CSS UI pseudo elements;E::value;user interface element fragments;rowspan=""4"" no;rowspan=""4"" no;rowspan=""4"" no;rowspan=""4"" no
 ;rowspan=""4"" no;rowspan=""4"" no;E::choices;E::repeat-item;E::repeat-index;;;;Trident;EdgeHTML;Gecko
 ;WebKit;KHTML;Presto;;;;;;;;
 ;;;;;;;;;;;
 ;;;;;;;;;;;
 ;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
